Uniform subset test
10,6000,2.505700
10,11000,2.496600
10,16000,2.523600
10,21000,2.501500
10,26000,2.519800
10,31000,2.488900
10,36000,2.520500
10,41000,2.523300
10,46000,2.508400
10,51000,2.544500
10,56000,2.515300
10,61000,2.501300
10,66000,2.523900
10,71000,2.532100
10,76000,2.499500
10,81000,2.528300
10,86000,2.516500
10,91000,2.561900
10,96000,2.523900
10,101000,2.516700
10,106000,2.541700
10,111000,2.548500
10,116000,2.528200
10,121000,2.501200
10,126000,2.533800
10,131000,2.525400
10,136000,2.515900
10,141000,2.526400
10,146000,2.557000
10,151000,2.522200
10,156000,2.562200
10,161000,2.536700
10,166000,2.516300
10,171000,2.545500
10,176000,2.514900
10,181000,2.522400
10,186000,2.500000
10,191000,2.529000
10,196000,2.508800
10,201000,2.515900
10,206000,2.516900
10,211000,2.512200
10,216000,2.518000
10,221000,2.572500
10,226000,2.542800
10,231000,2.533200
10,236000,2.487800
10,241000,2.525000
10,246000,2.547400
10,251000,2.513200
10,256000,2.519100
10,261000,2.562700
10,266000,2.506200
10,271000,2.537300
10,276000,2.547900
10,281000,2.532900
10,286000,2.522600
10,291000,2.510300
10,296000,2.559700
10,301000,2.547200
10,306000,2.518300
10,311000,2.560200
10,316000,2.597400
10,321000,2.516700
10,326000,2.531500
10,331000,2.526500
10,336000,2.526200
10,341000,2.494000
10,346000,2.512200
10,351000,2.550200
10,356000,2.539600
10,361000,2.551900
10,366000,2.533000
10,371000,2.569400
10,376000,2.530600
10,381000,2.578500
10,386000,2.545900
10,391000,2.521700
10,396000,2.534200
10,401000,2.521200
10,406000,2.515800
10,411000,2.513200
10,416000,2.538000
10,421000,2.532800
10,426000,2.532700
10,431000,2.536200
10,436000,2.566800
10,441000,2.515500
10,446000,2.564500
10,451000,2.577900
10,456000,2.534600
10,461000,2.548900
10,466000,2.545200
10,471000,2.532000
10,476000,2.522700
10,481000,2.523900
10,486000,2.537500
10,491000,2.531300
10,496000,2.532600
10,501000,2.525200
10,506000,2.505500
10,511000,2.541400
10,516000,2.591100
10,521000,2.513300
10,526000,2.522000
10,531000,2.517300
10,536000,2.532000
10,541000,2.522100
10,546000,2.534200
10,551000,2.526800
10,556000,2.521200
10,561000,2.532400
10,566000,2.503500
10,571000,2.548700
10,576000,2.541500
10,581000,2.509300
10,586000,2.564000
10,591000,2.543200
10,596000,2.536300
10,601000,2.552200
10,606000,2.508900
10,611000,2.540700
10,616000,2.541600
10,621000,2.540800
10,626000,2.525000
10,631000,2.540200
10,636000,2.534800
10,641000,2.559800
10,646000,2.538700
10,651000,2.544100
10,656000,2.578700
10,661000,2.540900
10,666000,2.522100
10,671000,2.583600
10,676000,2.562200
10,681000,2.556400
10,686000,2.588400
10,691000,2.510900
10,696000,2.539500
10,701000,2.594700
10,706000,2.513400
10,711000,2.528300
10,716000,2.577600
10,721000,2.542600
10,726000,2.525200
10,731000,2.587600
10,736000,2.524000
10,741000,2.551500
10,746000,2.510800
10,751000,2.532700
10,756000,2.517700
10,761000,2.554300
10,766000,2.606000
10,771000,2.506500
10,776000,2.512800
10,781000,2.538400
10,786000,2.535500
10,791000,2.543100
10,796000,2.551400
10,801000,2.527400
10,806000,2.556000
10,811000,2.532400
10,816000,2.556600
10,821000,2.555200
10,826000,2.534400
10,831000,2.523400
10,836000,2.655100
10,841000,2.542200
10,846000,2.542600
10,851000,2.537400
10,856000,2.539000
10,861000,2.517700
10,866000,2.526900
10,871000,2.551600
10,876000,2.878400
10,881000,2.529000
10,886000,2.526000
10,891000,2.515300
10,896000,2.566800
10,901000,2.566800
10,906000,2.546300
10,911000,2.512300
10,916000,2.510900
10,921000,2.539600
10,926000,2.546000
10,931000,2.526000
10,936000,2.526800
10,941000,2.533300
10,946000,2.574500
10,951000,2.529200
10,956000,2.557200
10,961000,2.610600
10,966000,2.533200
10,971000,2.546000
10,976000,2.514600
10,981000,2.536100
10,986000,2.557000
10,991000,2.554000
10,996000,2.510200
100,6000,6.719250
